Rate,Review,Summary
4,Good quality product,Nice 👍 thanks
4,Very Good,Nice
5,Wonderful,Nice set
5,Terrific purchase,Good product
5,Best in the market!,Thanks filpkart so happy dinner set
5,Perfect product!,Nice
5,Terrific purchase,Nice product.
5,Just wow!,Beautiful
4,Very Good,Good
5,Mind-blowing purchase,Good product
5,Super!,Excellent
1,Very poor,Too small size
5,Just wow!,Nice
4,Good quality product,Good product and design
4,Wonderful,nyc product
5,Simply awesome,Iam so happy to have dis product and dilivery boy also very nice thanks
5,Super!,Nice
4,Good quality product,Awesome
5,Highly recommended,Very good
5,Terrific purchase,Good quality
5,Just wow!,Nice 👍
4,Very Good,Good
5,Perfect product!,Very nice
1,Waste of money!,small in size
4,Nice product,Good for this range
5,Perfect product!,It's was great service from flipkart 👍👌👌 i really appreciate it Keep it up 👍👍
5,Worth every penny,Nice
5,Excellent,Super product
5,Best in the market!,Nice quality
5,Wonderful,The dinner set is very beautiful ❤️😀😍.Go for it
4,Delightful,Nyc
5,Simply awesome,Very good product.
5,Best in the market!,Good quality ✌️
5,Simply awesome,It is awesome
5,Just wow!,Awesome design and Superb Quality.
4,Good choice,"Faster delivery & received the product safely.V gud prdct at this price range, without any doubt go for it guys"
4,Really Nice,Good one
5,Terrific purchase,Good quality 😊👍👍👍👍
5,Best in the market!,Tnx flipkart u m so happy .....
5,Awesome,beautiful
5,Fabulous!,Very very nice 👌
4,Good choice,Nice Product ....Great Quality 😍
4,Value-for-money,Really good
4,Good quality product,Good quality 😊
1,Don't waste your money,Got damage products
5,Perfect product!,GOOD qualities products
3,Just okay,Good
5,Worth every penny,Nice
2,Bad quality,Too small from expectation.
5,Brilliant,Good
5,Super!,Its good
4,Good choice,Good product and good package. I like it. Thank you flipkart
4,Pretty good,Good
3,Does the job,Fabulous product😍 I am very satisfied
2,Could be way better,Dishes are too small in size. Could have a little larger
5,Classy product,Good quality
5,Perfect product!,Very good quality... & offer price best
5,Brilliant,Nice product.. I loved it
5,Super!,Good quality
4,Good choice,Good product
4,Nice product,Super
5,Highly recommended,nice . packing is wow. I am happy.
5,Mind-blowing purchase,Mind blowing .awesome. .
5,Highly recommended,Good
5,Super!,Good
5,Best in the market!,Very nice products 👌👌👌👌👌👌👌👌
5,Brilliant,Awesome product
4,Worth the money,Very nice
3,Just okay,Good
5,Classy product,Very good product
3,Does the job,Not bad
1,Unsatisfactory,Very bad quality broken
5,Awesome,Good product
5,Classy product,Good one
3,Does the job,Plates size is not upto mark bowl is very very small good for diet But overall all you can bought itWhy oven used freezer safe And finisher is good thanks
5,Fabulous!,Awesome product.
5,Best in the market!,Good quality
5,Fabulous!,This product is very nice
4,Pretty good,Wow collection bt bowls are small
5,Best in the market!,Fabulous product 👌
4,Very Good,This is amazing product... I'm fully satisfied for this product...😍😍🥰🥰🥰again thank you so much flipkart ❤️
5,Wonderful,Excellent and beautiful product 👌
5,Classy product,Original and super product 😍 I'm so happy ❤️
5,Mind-blowing purchase,Liked
5,Terrific,Happy with the product
3,Fair,Very nice product 😍😍I loved it
5,Wonderful,It is an Amazing dinner set in low prize just go for it
5,Worth every penny,Super
5,Highly recommended,Good dalivarey and nice product thanku flipkart
5,Awesome,Amazing
1,Worthless,Dont buy... flipkart is giving used or damaged product for low price.....worst plates.....scratch marks present in every plate....some white marks/patches also seen.....due to my travel i was i unable to return the product....please dont buy...still my wife eats my head with this plate seeing the scratches
5,Brilliant,Excellent product
5,Awesome,Excellent product
5,Excellent,It's really vary good product
4,Very Good,Nice
5,Perfect product!,Loved it ....nice packaging
5,Super!,Excellent
5,Excellent,Value for money 💰
3,Good,Bowls are too small
4,Value-for-money,Everything is good. Heavy weight all good. But rice plate is small
5,Awesome,Very nice must way
4,Really Nice,"Beautiful, I like it."
4,Nice product,Very good product... Bowl is so small... But I am happy for buy this product.
4,Nice product,Worth every penny.size is little small.over all I recommend for its quality.
5,Wonderful,Good
5,Terrific purchase,GOOD PRODUCT 👍
5,Mind-blowing purchase,Very good opalware
5,Great product,Good quality thanks
1,Did not meet expectations,Bad qualities
5,Must buy!,best in budget
5,Must buy!,Product and quality is very good
5,Terrific purchase,Thank you flipkart for this lovely product.
5,Perfect product!,Nice
5,Mind-blowing purchase,Awesome
5,Classy product,Good product👍
4,Nice product,Nice product.
2,Slightly disappointed,small size but quality vary good
5,Just wow!,Super
5,Wonderful,V nice
4,Really Nice,Nice product
4,Really Nice,Nice
5,Terrific purchase,Very good product
3,Good,Combination of colour and design is good but bowls 🥣 are too small size
5,Excellent,Amazing product
4,Value-for-money,Good quality
5,Terrific purchase,Very beautiful dinner set
5,Perfect product!,Very nice
5,Terrific purchase,I am satisfied with the product. Whatever I have seen in the picture same product I have received.
5,Super!,Very good
5,Brilliant,Budget friendly absolutely nice product..go for it
4,Pretty good,Very very good 🙂🙂 product 😍
4,Wonderful,Very good product...packing was sooo good...Happy with this product and delivery too.
4,Delightful,Nice product.
1,Did not meet expectations,Very small.....
5,Must buy!,"Good product and nice packing,value for money . Iam very happy.."
5,Classy product,Nice
5,Must buy!,very nice
4,Value-for-money,Good
5,Perfect product!,Highly recommend
5,Best in the market!,Nice but very small
5,Wonderful,Nice
5,Super!,Very nice
4,Good quality product,Pouduct is a very nice
5,Super!,Ossam product..go for it...
4,Wonderful,Good
5,Great product,Osm please go for it❤
5,Wonderful,Best prdcts we r very happy
5,Simply awesome,Very Good Product 😊😊😊😊😊
5,Super!,Very nice product . . . . . Every plates and bowls are fine and not broken . . . .  I will suggest you all to go for this product bcoz it's osm . . .
5,Awesome,Good
5,Just wow!,Awesome 👌
3,Just okay,Not good
4,Pretty good,"Must buy , I got it for 890 in big billionaire days , well packed all the plates & bowls- 18 , plates are little small but in this price Cello has done grt job ,Happy Shopping , Happy Me ✌️✌️😊😊Thanks to Flipkart & delivery man ."
5,Wonderful,Amazing price and quality too
5,Awesome,So lovely
5,Fabulous!,Amazing product plzz kindly buy this
5,Terrific purchase,Very good
5,Mind-blowing purchase,Good
5,Awesome,The quality is awesome...so satisfied 😌 just go for it....
5,Fabulous!,Nice products
5,Mind-blowing purchase,Product is goodPackaging was awesome
4,Value-for-money,Very shininny.. And good solid metal... I loved it
3,Nice,Nice but size is verry small
5,Must buy!,Happy
5,Worth every penny,Nice Product
5,Simply awesome,This item is Super
5,Highly recommended,It's nice product
4,Good quality product,Wow.....so nice.... I'm so happy... quality was too good
3,Good,Looks good. But not as great as they say. One plate just broke even if they say it not easily breakable!!!
4,Very Good,Go for it
4,Good choice,Good
5,Perfect product!,Good quality
5,Brilliant,I'm happy with it
3,Decent product,Good
5,Great product,Happy... thankyou flipcart
5,Great product,Good
4,Good quality product,Nice👍👍 good hhhhhh
5,Perfect product!,supab
3,Just okay,Ncy product
5,Just wow!,Nice sets
5,Terrific,"Awsome product ,Im very happy to get this thing."
5,Must buy!,Too good 😍
5,Just wow!,"Orginal dinner set,nice thanks Flipkart"
4,Nice product,Quality is good but size is a little small for to have south indian lunch...as the sides are little curved.
5,Excellent,"Mast be buy , super quality little bit heavy 👌🏻👍🏻"
5,Brilliant,Very beautiful .I like it...
5,Perfect product!,My mom was too happy when she saw the sets..
5,Classy product,Just amazing 🤩
5,Excellent,Very good product
5,Brilliant,Nice
5,Terrific,Nice product
5,Fabulous!,Nice product
4,Good choice,Good
5,Must buy!,All plates n bowls r safe ♥
5,Classy product,Good products.
5,Super!,Just amazing dinner set.everything is okay.fast delivery and good packing..
1,Very poor,Very bad it's not dinner plates Very short don't try waste of money
5,Mind-blowing purchase,"Very good packaging,money worth product"
3,Just okay,Small dinner set
4,Wonderful,Value for money
4,Pretty good,Supurb
4,Good choice,Good
5,Best in the market!,Good
4,Wonderful,Nice
4,Wonderful,Good quality with best product.
5,Must buy!,Excellent....
5,Perfect product!,Good
3,Good,Very bade product.I m not satisfied
5,Terrific,Very nice
5,Classy product,Very very nice
5,Fabulous!,Very good product...😍😍😍And.....Amazing...😊😊:-):-):-):-)Wow...🥰🥰
5,Brilliant,Must buy
5,Awesome,Nice
5,Terrific purchase,Best products
4,Really Nice,quarter plates and bowls feel bit smaller. Dinner plates seem to be good size. Quality is amazing. Design is also good. Must buy.
5,Worth every penny,Good quality
4,Pretty good,Very nice
5,Worth every penny,Thank you Flipkart so much 😊 I love every product 😊😊
5,Wonderful,I am very happy to get these things. These are really pretty. 😍😍😍😍😍👌👌👌👌👌
4,Good quality product,Supr
4,Good quality product,Good
3,Fair,Small size its ok thank you so much😊😊😊
5,Just wow!,Wow
1,Terrible product,Plate is very small
5,Excellent,Nice product.. same as shown in the pic. Packaging was also excellent.
4,Nice product,It’s quite good but when I kept that bowl in oven it got very hot so I think not good for microwave
5,Wonderful,Nice
5,Excellent,Good
5,Worth every penny,Good one for this price.. Received intact because of excellent packing.. Nice looking.
1,Waste of money!,Good
5,Must buy!,thanks a lot .....
5,Great product,Good design
5,Great product,Very very very nice 😊😊
5,Mind-blowing purchase,Very nice product..well packed.thank you flipkart
5,Awesome,Excellent product please buy this 🤩🤩🔥
4,Very Good,Good quality
3,Nice,Average
3,Decent product,Size of bowl and thali is less
5,Mind-blowing purchase,It is so good quality dinner set..i love it..and packing so soooo good..plz go for it.thank youu so much flipcart.
4,Good choice,Super
5,Super!,Nice
5,Worth every penny,Good one
5,Classy product,Packing is to good thank u flipkart.
3,Fair,Good item
3,Nice,very nice
4,Good choice,Very Good
5,Mind-blowing purchase,Super quality
5,Terrific,Good quality nice overall
5,Super!,Nice product i am so happy thanks
5,Awesome,Valuable product
5,Brilliant,Thank for your very very happy Flipkart 👍👍👍
3,Just okay,Very thin plates
5,Great product,Awesome
5,Excellent,excellent
2,Slightly disappointed,Ok
4,Pretty good,Worth for price. Best Quality. Excellent packing👌
5,Awesome,Good
5,Fabulous!,Good product
5,Worth every penny,Very nice
5,Simply awesome,Excellent product... you can go for it.....
5,Best in the market!,Best quality
5,Must buy!,Just awesome
5,Awesome,Very good
1,Worthless,"It is not good becouse break ,not strong"
4,Very Good,"Just okay, but size of plate is little smaller in size.Quality is good."
5,Best in the market!,Good product
5,Fabulous!,Very happy
5,Great product,Good
5,Classy product,Good product
4,Good quality product,Nice product
5,Simply awesome,"Nice product ,good quality ."
5,Excellent,Mind blowing product
4,Pretty good,That was good
5,Highly recommended,Nice piece must buy...
4,Nice product,Very good  dinner  set
1,Did not meet expectations,Bad
5,Worth every penny,Good product
4,Very Good,"It's very nice, I like it."
4,Delightful,Good
4,Nice product,Good
5,Brilliant,Really awesome product
4,Worth the money,Lovely
1,Horrible,Too small
5,Best in the market!,Very good product
